,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
595,Touros,BR,2022-02-18 07:42:16,-5.1989,-35.4608,79.7,81,79,5.91
596,Kyren,RU,2022-02-18 07:45:50,51.6828,102.1408,12.18,74,63,1.1
597,Heihe,CN,2022-02-18 07:45:50,50.2441,127.4902,7.38,93,100,3.67
598,Kahului,US,2022-02-18 07:43:20,20.8947,-156.47,75.85,82,0,6.91
599,Verkhnevilyuysk,RU,2022-02-18 07:45:51,63.4453,120.3167,-12.73,96,99,3.0
600,Isilkul,RU,2022-02-18 07:45:51,54.9109,71.2728,20.46,90,100,11.68
601,Whangamata,NZ,2022-02-18 07:45:52,-37.2,175.8667,70.02,84,7,6.46
602,Plymouth,US,2022-02-18 07:43:16,41.8334,-70.8328,57.78,95,100,26.46
603,Rajula,IN,2022-02-18 07:45:52,21.05,71.4333,83.53,27,0,7.7
604,Tigil,RU,2022-02-18 07:45:53,57.8,158.6667,7.34,95,98,6.44
605,Sibu,MY,2022-02-18 07:45:53,2.3,111.8167,89.91,66,40,3.44
606,Dunda,TZ,2022-02-18 07:45:54,-8.1167,34.25,68.09,90,100,2.21
607,Eyl,SO,2022-02-18 07:45:54,7.9803,49.8164,82.71,46,44,22.06
608,Klyuchi,RU,2022-02-18 07:45:55,52.2667,79.1667,20.93,82,99,13.35
609,Igrim,RU,2022-02-18 07:45:55,63.1906,64.4162,22.98,92,45,7.83
610,Pacific Grove,US,2022-02-18 07:45:55,36.6177,-121.9166,51.82,89,0,4.61
611,Reconquista,AR,2022-02-18 07:45:56,-29.15,-59.65,69.57,64,0,7.81
612,Nouadhibou,MR,2022-02-18 07:45:56,20.931,-17.0347,66.18,34,100,13.8
613,Bronnoysund,NO,2022-02-18 07:45:57,65.4625,12.1997,26.6,68,40,3.44
614,Laguna,US,2022-02-18 07:45:57,38.421,-121.4238,52.77,77,0,0.0
615,Chapais,CA,2022-02-18 07:45:57,49.7834,-74.8492,-6.02,95,100,10.42
616,Aykhal,RU,2022-02-18 07:45:58,66.0,111.5,-10.59,97,7,7.16
617,Ixtapa,MX,2022-02-18 07:45:58,20.7,-105.2,71.22,89,0,2.57
618,Siyabuswa,ZA,2022-02-18 07:45:59,-25.1132,29.0445,77.65,55,65,1.92
619,Cerro Cama,PA,2022-02-18 07:45:59,9.03,-79.905,76.1,96,94,3.33
620,Chabahar,IR,2022-02-18 07:46:00,25.2919,60.643,73.74,48,0,4.03
621,Turochak,RU,2022-02-18 07:46:00,52.2576,87.1224,24.3,91,100,2.46
622,Belaya Gora,RU,2022-02-18 07:46:01,68.5333,146.4167,-32.37,100,10,1.23
623,Katobu,ID,2022-02-18 07:46:01,-4.9408,122.5276,82.24,72,100,5.53
624,Hobyo,SO,2022-02-18 07:46:02,5.3505,48.5268,81.39,57,84,20.96
625,Vincennes,FR,2022-02-18 07:41:02,48.85,2.4333,54.16,86,100,19.57
626,Minbu,MM,2022-02-18 07:46:02,20.1833,94.8833,90.54,14,59,4.76
627,Zaterechnyy,RU,2022-02-18 07:46:04,44.7931,45.2097,44.08,71,100,11.07
628,Hochstadt,DE,2022-02-18 07:46:04,49.2475,8.2089,51.62,73,100,1.99
629,Lata,PT,2022-02-18 07:46:04,40.1629,-8.3327,52.21,94,100,1.9
630,Bairnsdale,AU,2022-02-18 07:46:05,-37.8333,147.6167,67.69,56,16,10.96
631,Asfi,MA,2022-02-18 07:43:44,32.2994,-9.2372,54.75,85,100,7.63
632,Vydrino,RU,2022-02-18 07:46:06,51.485,104.8461,12.24,77,49,2.68
633,Silves,PT,2022-02-18 07:46:06,37.1892,-8.4382,53.53,91,22,6.04
634,Shizunai,JP,2022-02-18 07:46:07,42.3339,142.3669,27.9,76,14,13.91
635,San Patricio,US,2022-02-18 07:46:07,28.017,-97.5169,46.49,50,36,20.78
636,Bereznik,RU,2022-02-18 07:46:08,62.8551,42.7072,34.18,98,100,14.72
637,Koygorodok,RU,2022-02-18 07:47:08,60.445,50.9968,28.76,90,100,14.47
638,Almaznyy,RU,2022-02-18 07:47:09,48.0448,40.045,42.94,85,100,19.95
639,Andenes,NO,2022-02-18 07:47:09,69.3143,16.1194,30.18,64,40,19.57
640,Ternate,ID,2022-02-18 07:47:10,0.8,127.4,80.53,82,100,8.43
641,Shiraz,IR,2022-02-18 07:45:01,29.6036,52.5388,54.84,28,0,4.61
642,Pekan,MY,2022-02-18 07:47:10,3.4836,103.3996,89.71,67,92,5.5
643,Santa Fe,AR,2022-02-18 07:47:11,-31.6333,-60.7,66.99,82,0,4.0
644,Gryfino,PL,2022-02-18 07:47:11,53.2524,14.4883,41.22,81,57,13.06
645,Mahanoro,MG,2022-02-18 07:47:12,-19.9,48.8,81.66,71,21,8.34
646,Saint-Georges,GD,2022-02-18 07:47:12,12.0564,-61.7485,76.68,83,20,20.71
647,Beroroha,MG,2022-02-18 07:47:12,-21.6667,45.1667,92.14,44,16,5.64
648,Panguipulli,CL,2022-02-18 07:47:13,-39.6333,-72.3333,37.11,83,0,1.95
649,Vestmannaeyjar,IS,2022-02-18 07:47:13,63.4427,-20.2734,29.93,61,99,5.28
650,Markova,UA,2022-02-18 07:47:14,48.6758,24.4138,38.79,72,61,13.27
651,Sinnamary,GF,2022-02-18 07:47:14,5.3833,-52.95,75.96,86,96,11.88
652,Gasa,PS,2022-02-18 07:47:15,31.5,34.4667,60.19,62,1,10.16
653,Chernyshevskiy,RU,2022-02-18 07:47:16,63.0128,112.4714,-11.16,94,80,1.68
654,Baffa,PK,2022-02-18 07:47:16,34.4378,73.2194,61.0,30,100,3.38
655,Shrewsbury,GB,2022-02-18 07:47:17,52.7101,-2.7521,46.81,78,40,26.46
656,Sur,OM,2022-02-18 07:47:17,22.5667,59.5289,75.9,48,0,8.9
657,Flagstaff,US,2022-02-18 07:43:19,35.1981,-111.6513,28.06,57,0,1.99
658,Antalaha,MG,2022-02-18 07:47:18,-14.9003,50.2788,87.62,52,74,11.88
659,Bud,US,2022-02-18 07:47:18,39.447,-86.1758,25.56,88,100,12.55
660,Korla,CN,2022-02-18 07:47:19,41.7597,86.1469,31.87,28,15,9.93
661,Krugersdorp,ZA,2022-02-18 07:47:20,-26.0858,27.7752,68.63,53,10,4.94
662,Okhansk,RU,2022-02-18 07:47:20,57.7186,55.3877,24.87,82,17,13.22
663,Anito,PH,2022-02-18 07:47:21,12.4497,125.2886,81.64,75,47,8.28
664,La Asuncion,VE,2022-02-18 07:44:51,11.0333,-63.8628,73.96,84,6,10.49
665,Puerto Ayacucho,VE,2022-02-18 07:47:21,5.6639,-67.6236,74.19,76,54,5.59
666,Linxia,CN,2022-02-18 07:47:22,35.6003,103.2064,24.71,76,100,6.73
667,Kafue,ZM,2022-02-18 07:47:22,-15.7691,28.1814,76.14,67,44,8.34
668,Llorente,PH,2022-02-18 07:47:22,11.4119,125.5458,81.68,75,84,8.48
669,Mandera,KE,2022-02-18 07:47:23,3.9366,41.867,88.0,41,5,4.21
670,Cape Canaveral,US,2022-02-18 07:47:23,28.4058,-80.6048,71.01,83,0,5.75
671,Dorado,PR,2022-02-18 07:47:24,18.4588,-66.2677,73.29,94,20,10.65
672,Tezu,IN,2022-02-18 07:47:24,27.9167,96.1667,79.16,21,1,4.63
673,Verkh-Chebula,RU,2022-02-18 07:47:25,56.0308,87.6218,19.38,92,100,16.35
674,Kloulklubed,PW,2022-02-18 07:47:25,7.0419,134.2556,82.9,79,100,15.01
675,Muzhi,RU,2022-02-18 07:47:26,65.3667,64.6667,19.26,94,100,7.11
676,Griffith,US,2022-02-18 07:47:26,41.5284,-87.4237,19.11,79,0,12.66
677,Tongliao,CN,2022-02-18 07:47:27,43.6125,122.2653,17.71,68,31,15.05
678,Leh,IN,2022-02-18 07:47:27,34.1667,77.5833,8.51,68,88,1.52
679,Muisne,EC,2022-02-18 07:47:28,0.6,-80.0333,75.79,89,98,6.22
680,Baracoa,CU,2022-02-18 07:47:28,20.3467,-74.4958,76.35,79,99,9.44
681,Aromashevo,RU,2022-02-18 07:48:29,56.8602,68.6375,21.63,88,100,11.41
682,Touba,CI,2022-02-18 07:48:29,8.2833,-7.6833,71.96,68,99,5.03
683,Ugoofaaru,MV,2022-02-18 07:48:30,5.6667,73.0,81.55,70,91,7.0
684,Ca Mau,VN,2022-02-18 07:48:30,9.1769,105.15,93.06,41,19,12.03
685,Valparaiso,CL,2022-02-18 07:48:30,-33.0393,-71.6273,63.48,84,0,4.61
686,Sumoto,JP,2022-02-18 07:48:31,34.35,134.9,48.7,53,100,4.88
687,Itarema,BR,2022-02-18 07:48:31,-2.9248,-39.9167,77.85,81,100,5.19
688,Lahaina,US,2022-02-18 07:48:32,20.8783,-156.6825,74.95,90,13,6.38
689,Haines Junction,CA,2022-02-18 07:48:32,60.7522,-137.5108,21.15,79,100,2.3
690,Montrose,US,2022-02-18 07:48:33,38.4166,-108.2673,16.36,61,10,1.5
691,San Martin,AR,2022-02-18 07:48:33,-33.081,-68.4681,72.14,32,45,10.04
692,Ballina,AU,2022-02-18 07:48:34,-28.8667,153.5667,75.16,91,49,10.36
693,Lixourion,GR,2022-02-18 07:48:34,38.2019,20.4314,53.6,94,20,0.0
694,Pitimbu,BR,2022-02-18 07:48:34,-7.4706,-34.8086,75.79,76,75,5.37
695,Gaiseni,RO,2022-02-18 07:48:35,44.515,25.6453,53.55,42,2,18.97
696,Ornskoldsvik,SE,2022-02-18 07:48:11,63.2909,18.7153,15.62,92,59,10.36
697,Emerald,AU,2022-02-18 07:48:35,-23.5333,148.1667,89.74,43,75,16.11
698,Minab,IR,2022-02-18 07:48:36,27.1467,57.0801,75.52,46,0,2.3
699,Novokizhinginsk,RU,2022-02-18 07:48:36,51.6115,109.5917,6.49,71,98,9.04
700,Barreiras,BR,2022-02-18 07:48:37,-12.1528,-44.99,70.39,93,97,1.68
701,Vasai,IN,2022-02-18 07:48:37,19.47,72.8,82.49,34,14,9.48
702,Krasyukovskaya,RU,2022-02-18 07:48:38,47.5522,40.1088,45.28,61,40,8.95
703,Lichuan,CN,2022-02-18 07:48:38,30.3,108.85,36.12,88,100,1.97
704,Tarancon,ES,2022-02-18 07:48:39,40.0085,-3.0073,41.49,62,8,4.34
705,Meulaboh,ID,2022-02-18 07:48:39,4.1363,96.1285,85.44,69,19,7.27
706,Maneadero,MX,2022-02-18 07:48:40,31.7167,-116.5667,53.19,43,0,3.0
707,Burnie,AU,2022-02-18 07:48:41,-41.0667,145.9167,62.94,40,2,12.68
708,Steamboat Springs,US,2022-02-18 07:45:08,40.485,-106.8317,22.71,77,100,9.22
709,Long Xuyen,VN,2022-02-18 07:48:42,10.3833,105.4167,87.75,35,41,5.14
710,Khuzhir,RU,2022-02-18 07:48:42,53.1939,107.3397,6.85,74,26,3.78
711,Grand-Santi,GF,2022-02-18 07:48:42,4.25,-54.3833,71.11,99,100,1.79
712,Yeniseysk,RU,2022-02-18 07:48:43,58.4497,92.1703,18.88,89,100,6.87
